Query, Refcode,DIST1 
3,AJOZAA01,1.864
3,AJOZAA01,1.905
3,AJOZAA01,2.159
3,AJOZAA01,2.193
3,AJOZEE01,1.904
3,AJOZEE01,1.868
3,AJOZEE01,2.229
3,AJOZEE01,2.294
3,AJOZEE01,2.167
3,AJOZEE01,1.834
3,AJOZEE01,1.884
3,AJOZEE01,2.294
3,AJOZEE02,1.851
3,AJOZEE02,1.868
3,AJOZEE02,2.190
3,AJOZEE02,2.262
3,AJOZEE02,2.187
3,AJOZEE02,1.880
3,AJOZEE02,1.940
3,AJOZEE02,2.304
3,AKADEV,2.183
3,AKEXAP,1.852
3,AKEXAP,1.847
3,AKEXAP,2.319
3,AKIQUG,2.253
3,AKIQUG,2.235
3,AKIQUG,2.208
3,AKIQUG,2.193
3,AKIQUG,2.190
3,AKIQUG,2.135
3,AKIQUG,2.246
3,AKIQUG,2.217
3,AKITET,2.178
3,AKITET,2.183
3,AKITET,2.149
3,ALECUP,2.229
3,ALECUP,2.221
3,ALECUP,2.273
3,ALECUP,2.212
3,ALECUP,2.131
3,ALECUP,2.133
3,ALECUP,2.204
3,ALECUP,2.169
3,ALECUP,2.125
3,ALECUP,2.135
3,ALECUP,2.148
3,ALECUP,2.241
3,ALEKUX,2.178
3,ALEKUX,2.229
3,ALIHAE,2.113
3,ALIHAE,2.132
3,ALIQUH,2.168
3,ALIQUH,2.215
3,ALIQUH,2.264
3,ALIQUH,2.248
3,ALIQUH,2.396
3,ALIQUH,2.234
3,ALIQUH,2.211
3,ALIRAO,2.225
3,ALIRAO,2.146
3,ALIRAO,2.184
3,ALIRAO,2.260
3,ALIRAO,2.279
3,ALIRAO,2.114
3,ALTRMN,2.221
3,ALTRMN,2.167
3,ALTRMN,2.199
3,ALTRMN,2.310
3,ALTRMN,2.318
3,ALTRMN,2.179
3,ALTRMN,2.077
3,ALTRMN,2.233
3,ALTRMN,2.055
3,AMGLBR,2.157
3,AMGLBR,2.178
3,AMGLBR,2.170
3,AMGLBR01,2.144
3,AMGLBR01,2.097
3,AMGLBR01,2.213
3,AMGLBR01,2.186
