"105005 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.004.spc"
"Wavelength nm.","Abs."
200.00,0.05225
201.00,0.05212
202.00,0.05859
203.00,0.11316
204.00,0.10620
205.00,0.03223
206.00,-0.03015
207.00,-0.03064
208.00,0.01221
209.00,-0.00854
210.00,0.04553
211.00,0.04504
212.00,0.00854
213.00,0.02832
214.00,0.00891
215.00,-0.01624
216.00,-0.01697
217.00,0.00671
218.00,-0.02124
219.00,-0.03821
220.00,-0.01563
221.00,0.08032
222.00,0.29468
223.00,0.56409
224.00,0.80615
225.00,0.94507
226.00,1.00134
227.00,1.02161
228.00,1.01221
229.00,0.99194
230.00,0.96423
231.00,0.93140
232.00,0.89783
233.00,0.86145
234.00,0.82397
235.00,0.78503
236.00,0.74487
237.00,0.70618
238.00,0.66968
239.00,0.63538
240.00,0.60425
241.00,0.57629
242.00,0.55054
243.00,0.52612
244.00,0.50317
245.00,0.48047
246.00,0.45776
247.00,0.43604
248.00,0.41382
249.00,0.39148
250.00,0.36963
251.00,0.34814
252.00,0.32739
253.00,0.30750
254.00,0.28943
255.00,0.27222
256.00,0.25562
257.00,0.24097
258.00,0.22778
259.00,0.21606
260.00,0.20544
261.00,0.19604
262.00,0.18762
263.00,0.18005
264.00,0.17322
265.00,0.16675
266.00,0.16064
267.00,0.15454
268.00,0.14856
269.00,0.14233
270.00,0.13586
271.00,0.12952
272.00,0.12317
273.00,0.11670
274.00,0.11035
275.00,0.10400
276.00,0.09790
277.00,0.09204
278.00,0.08643
279.00,0.08105
280.00,0.07593
281.00,0.07117
282.00,0.06689
283.00,0.06311
284.00,0.05933
285.00,0.05603
286.00,0.05322
287.00,0.05029
288.00,0.04749
289.00,0.04504
290.00,0.04297
291.00,0.04089
292.00,0.03870
293.00,0.03674
294.00,0.03479
295.00,0.03284
296.00,0.03076
297.00,0.02869
298.00,0.03345
299.00,0.05457
300.00,0.07190
301.00,0.07275
302.00,0.07043
303.00,0.06824
304.00,0.06592
305.00,0.06360
306.00,0.06104
307.00,0.05859
308.00,0.05627
309.00,0.05408
310.00,0.05188
311.00,0.04968
312.00,0.04749
313.00,0.04553
314.00,0.04382
315.00,0.04211
316.00,0.04028
317.00,0.03870
318.00,0.03748
319.00,0.03625
320.00,0.03503
321.00,0.03406
322.00,0.03333
323.00,0.03247
324.00,0.03174
325.00,0.03101
326.00,0.03027
327.00,0.02966
328.00,0.02917
329.00,0.02869
330.00,0.02795
331.00,0.02734
332.00,0.02673
333.00,0.02612
334.00,0.02551
335.00,0.02490
336.00,0.02441
337.00,0.02368
338.00,0.02307
339.00,0.02222
340.00,0.02148
341.00,0.02075
342.00,0.02002
343.00,0.01929
344.00,0.01855
345.00,0.01782
346.00,0.01709
347.00,0.01648
348.00,0.01575
349.00,0.01501
350.00,0.01440
351.00,0.01379
352.00,0.01318
353.00,0.01257
354.00,0.01208
355.00,0.01147
356.00,0.01099
357.00,0.01050
358.00,0.01013
359.00,0.00977
360.00,0.00940
361.00,0.00916
362.00,0.00891
363.00,0.00854
364.00,0.00830
365.00,0.00830
366.00,0.00818
367.00,0.00793
368.00,0.00781
369.00,0.00769
370.00,0.00769
371.00,0.00757
372.00,0.00757
373.00,0.00757
374.00,0.00745
375.00,0.00745
376.00,0.00745
377.00,0.00745
378.00,0.00720
379.00,0.00708
380.00,0.00708
381.00,0.00708
382.00,0.00708
383.00,0.00696
384.00,0.00696
385.00,0.00696
386.00,0.00696
387.00,0.00696
388.00,0.00696
389.00,0.00696
390.00,0.00696
391.00,0.00696
392.00,0.00696
393.00,0.00696
394.00,0.00696
395.00,0.00696
396.00,0.00696
397.00,0.00696
398.00,0.00696
399.00,0.00696
400.00,0.00696
401.00,0.00696
402.00,0.00696
403.00,0.00696
404.00,0.00696
405.00,0.00696
406.00,0.00696
407.00,0.00696
408.00,0.00696
409.00,0.00696
410.00,0.00696
411.00,0.00696
412.00,0.00696
413.00,0.00708
414.00,0.00708
415.00,0.00720
416.00,0.00720
417.00,0.00708
418.00,0.00708
419.00,0.00708
420.00,0.00720
421.00,0.00732
422.00,0.00720
423.00,0.00708
424.00,0.00720
425.00,0.00720
426.00,0.00708
427.00,0.00708
428.00,0.00708
429.00,0.00708
430.00,0.00708
431.00,0.00708
432.00,0.00708
433.00,0.00720
434.00,0.00732
435.00,0.00720
436.00,0.00720
437.00,0.00732
438.00,0.00732
439.00,0.00732
440.00,0.00732
441.00,0.00732
442.00,0.00732
443.00,0.00732
444.00,0.00745
445.00,0.00745
446.00,0.00745
447.00,0.00745
448.00,0.00745
449.00,0.00745
450.00,0.00745
451.00,0.00745
452.00,0.00745
453.00,0.00745
454.00,0.00745
455.00,0.00745
456.00,0.00745
457.00,0.00745
458.00,0.00757
459.00,0.00757
460.00,0.00757
461.00,0.00757
462.00,0.00757
463.00,0.00769
464.00,0.00769
465.00,0.00769
466.00,0.00769
467.00,0.00769
468.00,0.00769
469.00,0.00781
470.00,0.00781
471.00,0.00793
472.00,0.00806
473.00,0.00806
474.00,0.00806
475.00,0.00806
476.00,0.00818
477.00,0.00818
478.00,0.00830
479.00,0.00830
480.00,0.00830
481.00,0.00830
482.00,0.00830
483.00,0.00830
