"125332 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.008.spc"
643.00,0.09900
644.00,0.09814
645.00,0.09741
646.00,0.09668
647.00,0.09583
648.00,0.09509
649.00,0.09436
650.00,0.09363
651.00,0.09290
652.00,0.09241
653.00,0.09204
654.00,0.09180
655.00,0.09180
656.00,0.09167
657.00,0.09167
658.00,0.09167
659.00,0.09167
660.00,0.09143
661.00,0.09119
662.00,0.09082
663.00,0.09033
664.00,0.08948
665.00,0.08838
666.00,0.08691
667.00,0.08533
668.00,0.08337
669.00,0.08118
670.00,0.07861
671.00,0.07581
672.00,0.07263
673.00,0.06921
674.00,0.06592
675.00,0.06238
676.00,0.05884
677.00,0.05542
678.00,0.05212
679.00,0.04871
680.00,0.04529
681.00,0.04199
682.00,0.03894
683.00,0.03625
684.00,0.03381
685.00,0.03137
686.00,0.02905
687.00,0.02698
688.00,0.02515
689.00,0.02344
690.00,0.02197
691.00,0.02051
692.00,0.01904
693.00,0.01770
694.00,0.01660
695.00,0.01550
696.00,0.01453
697.00,0.01379
698.00,0.01294
699.00,0.01208
700.00,0.01135
701.00,0.01074
702.00,0.01013
703.00,0.00964
704.00,0.00928
705.00,0.00879
706.00,0.00830
707.00,0.00806
708.00,0.00781
709.00,0.00757
710.00,0.00732
711.00,0.00720
712.00,0.00696
713.00,0.00671
714.00,0.00659
715.00,0.00635
716.00,0.00635
717.00,0.00623
718.00,0.00623
719.00,0.00610
720.00,0.00610
721.00,0.00598
722.00,0.00598
723.00,0.00586
724.00,0.00574
725.00,0.00574
726.00,0.00574
727.00,0.00574
728.00,0.00574
729.00,0.00574
730.00,0.00574
731.00,0.00574
732.00,0.00562
733.00,0.00562
734.00,0.00562
735.00,0.00562
736.00,0.00562
737.00,0.00562
738.00,0.00562
739.00,0.00562
740.00,0.00562
741.00,0.00562
742.00,0.00574
743.00,0.00574
744.00,0.00574
745.00,0.00574
746.00,0.00574
747.00,0.00586
748.00,0.00586
749.00,0.00574
750.00,0.00586
751.00,0.00598
752.00,0.00586
753.00,0.00574
754.00,0.00574
755.00,0.00574
756.00,0.00574
757.00,0.00574
758.00,0.00586
759.00,0.00586
760.00,0.00574
761.00,0.00586
762.00,0.00586
763.00,0.00586
764.00,0.00598
765.00,0.00598
766.00,0.00598
767.00,0.00598
768.00,0.00598
769.00,0.00598
770.00,0.00598
771.00,0.00598
772.00,0.00598
773.00,0.00598
774.00,0.00598
775.00,0.00598
776.00,0.00598
777.00,0.00598
778.00,0.00610
779.00,0.00610
780.00,0.00610
781.00,0.00610
782.00,0.00610
783.00,0.00623
784.00,0.00610
785.00,0.00610
786.00,0.00623
787.00,0.00623
788.00,0.00623
789.00,0.00623
790.00,0.00635
791.00,0.00635
792.00,0.00635
793.00,0.00635
794.00,0.00647
795.00,0.00647
796.00,0.00647
797.00,0.00647
798.00,0.00647
799.00,0.00659
800.00,0.00671
801.00,0.00671
802.00,0.00671
803.00,0.00671
804.00,0.00671
805.00,0.00671
806.00,0.00684
807.00,0.00684
808.00,0.00684
809.00,0.00684
810.00,0.00684
811.00,0.00684
812.00,0.00684
813.00,0.00684
814.00,0.00684
815.00,0.00696
816.00,0.00696
817.00,0.00696
818.00,0.00696
819.00,0.00708
820.00,0.00708
821.00,0.00708
822.00,0.00708
823.00,0.00720
824.00,0.00732
825.00,0.00732
826.00,0.00745
827.00,0.00745
828.00,0.00757
829.00,0.00757
830.00,0.00769
831.00,0.00769
832.00,0.00769
833.00,0.00781
834.00,0.00781
835.00,0.00793
836.00,0.00806
837.00,0.00806
838.00,0.00806
839.00,0.00818
840.00,0.00818
841.00,0.00830
842.00,0.00830
843.00,0.00830
844.00,0.00842
845.00,0.00842
846.00,0.00842
847.00,0.00867
848.00,0.00879
849.00,0.00867
850.00,0.00879
851.00,0.00916
852.00,0.00903
853.00,0.00903
854.00,0.00928
855.00,0.00928
856.00,0.00940
857.00,0.00952
858.00,0.00952
859.00,0.00964
860.00,0.00964
861.00,0.00977
862.00,0.00989
863.00,0.00989
864.00,0.01013
865.00,0.01025
866.00,0.01025
867.00,0.01038
868.00,0.01038
869.00,0.01050
870.00,0.01062
871.00,0.01062
872.00,0.01086
873.00,0.01099
874.00,0.01099
875.00,0.01111
876.00,0.01123
877.00,0.01135
878.00,0.01147
879.00,0.01147
880.00,0.01160
881.00,0.01172
882.00,0.01184
883.00,0.01184
884.00,0.01184
885.00,0.01196
886.00,0.01196
887.00,0.01196
888.00,0.01196
889.00,0.01208
890.00,0.01208
891.00,0.01221
892.00,0.01233
893.00,0.01257
894.00,0.01270
895.00,0.01270
896.00,0.01270
897.00,0.01270
898.00,0.01270
899.00,0.01270
900.00,0.01282
