"135657 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.015.spc"
"Wavelength nm.","Abs."
200.00,0.22815
201.00,0.15454
202.00,0.08081
203.00,0.06567
204.00,0.06531
205.00,0.05713
206.00,0.03381
207.00,0.08997
208.00,0.12305
209.00,0.13928
210.00,0.12817
211.00,0.05444
212.00,0.02490
213.00,0.02429
214.00,0.05237
215.00,0.07446
216.00,0.04480
217.00,0.03577
218.00,0.00439
219.00,-0.02319
220.00,0.05188
221.00,0.14465
222.00,0.23206
223.00,0.29407
224.00,0.30994
225.00,0.30884
226.00,0.30444
227.00,0.29736
228.00,0.29041
229.00,0.28259
230.00,0.27368
231.00,0.26367
232.00,0.25269
233.00,0.24121
234.00,0.22937
235.00,0.21716
236.00,0.20483
237.00,0.19324
238.00,0.18201
239.00,0.17114
240.00,0.16125
241.00,0.15234
242.00,0.14441
243.00,0.13684
244.00,0.12988
245.00,0.12329
246.00,0.11670
247.00,0.11035
248.00,0.10400
249.00,0.09753
250.00,0.09131
251.00,0.08496
252.00,0.07874
253.00,0.07275
254.00,0.06750
255.00,0.06274
256.00,0.05823
257.00,0.05420
258.00,0.05054
259.00,0.04724
260.00,0.04419
261.00,0.04138
262.00,0.03894
263.00,0.03662
264.00,0.03455
265.00,0.03247
266.00,0.03064
267.00,0.02881
268.00,0.02710
269.00,0.02527
270.00,0.02332
271.00,0.02124
272.00,0.01929
273.00,0.01721
274.00,0.01514
275.00,0.01306
276.00,0.01086
277.00,0.00879
278.00,0.00671
279.00,0.00476
280.00,0.00269
281.00,0.00073
282.00,-0.00134
283.00,-0.00330
284.00,-0.00500
285.00,-0.00696
286.00,-0.00867
287.00,-0.01025
288.00,-0.01208
289.00,-0.01367
290.00,-0.01514
291.00,-0.01648
292.00,-0.01794
293.00,-0.01929
294.00,-0.02039
295.00,-0.02148
296.00,-0.02258
297.00,-0.02380
298.00,-0.01807
299.00,0.00403
300.00,0.02234
301.00,0.02429
302.00,0.02319
303.00,0.02234
304.00,0.02148
305.00,0.02063
306.00,0.01978
307.00,0.01892
308.00,0.01807
309.00,0.01733
310.00,0.01660
311.00,0.01575
312.00,0.01501
313.00,0.01428
314.00,0.01367
315.00,0.01306
316.00,0.01245
317.00,0.01196
318.00,0.01172
319.00,0.01147
320.00,0.01086
321.00,0.01050
322.00,0.01025
323.00,0.00989
324.00,0.00964
325.00,0.00928
326.00,0.00891
327.00,0.00854
328.00,0.00830
329.00,0.00818
330.00,0.00793
331.00,0.00757
332.00,0.00745
333.00,0.00720
334.00,0.00696
335.00,0.00659
336.00,0.00635
337.00,0.00610
338.00,0.00586
339.00,0.00549
340.00,0.00537
341.00,0.00439
342.00,0.00330
343.00,0.00305
344.00,0.00281
345.00,0.00244
346.00,0.00220
347.00,0.00195
348.00,0.00183
349.00,0.00146
350.00,0.00134
351.00,0.00110
352.00,0.00085
353.00,0.00061
354.00,0.00049
355.00,0.00024
356.00,-0.00012
357.00,-0.00024
358.00,-0.00037
359.00,-0.00061
360.00,-0.00073
361.00,-0.00085
362.00,-0.00098
363.00,-0.00110
364.00,-0.00134
365.00,-0.00134
366.00,-0.00134
367.00,-0.00146
368.00,-0.00159
369.00,-0.00171
370.00,-0.00183
371.00,-0.00183
372.00,-0.00183
373.00,-0.00183
374.00,-0.00208
375.00,-0.00220
