"135657 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.015.spc"
376.00,-0.00232
377.00,-0.00232
378.00,-0.00244
379.00,-0.00256
380.00,-0.00269
381.00,-0.00281
382.00,-0.00281
383.00,-0.00293
384.00,-0.00305
385.00,-0.00305
386.00,-0.00305
387.00,-0.00317
388.00,-0.00317
389.00,-0.00317
390.00,-0.00317
391.00,-0.00330
392.00,-0.00330
393.00,-0.00330
394.00,-0.00330
395.00,-0.00330
396.00,-0.00342
397.00,-0.00354
398.00,-0.00354
399.00,-0.00354
400.00,-0.00354
401.00,-0.00354
402.00,-0.00354
403.00,-0.00354
404.00,-0.00354
405.00,-0.00354
406.00,-0.00366
407.00,-0.00366
408.00,-0.00366
409.00,-0.00366
410.00,-0.00366
411.00,-0.00366
412.00,-0.00366
413.00,-0.00366
414.00,-0.00354
415.00,-0.00342
416.00,-0.00342
417.00,-0.00354
418.00,-0.00354
419.00,-0.00366
420.00,-0.00366
421.00,-0.00354
422.00,-0.00354
423.00,-0.00354
424.00,-0.00354
425.00,-0.00354
426.00,-0.00354
427.00,-0.00354
428.00,-0.00354
429.00,-0.00354
430.00,-0.00354
431.00,-0.00354
432.00,-0.00354
433.00,-0.00342
434.00,-0.00330
435.00,-0.00330
436.00,-0.00330
437.00,-0.00330
438.00,-0.00330
439.00,-0.00330
440.00,-0.00317
441.00,-0.00317
442.00,-0.00330
443.00,-0.00330
444.00,-0.00317
445.00,-0.00317
446.00,-0.00317
447.00,-0.00317
448.00,-0.00305
449.00,-0.00305
450.00,-0.00305
451.00,-0.00293
452.00,-0.00305
453.00,-0.00305
454.00,-0.00305
455.00,-0.00293
456.00,-0.00305
457.00,-0.00305
458.00,-0.00293
459.00,-0.00293
460.00,-0.00293
461.00,-0.00293
462.00,-0.00293
463.00,-0.00293
464.00,-0.00293
465.00,-0.00293
466.00,-0.00305
467.00,-0.00305
468.00,-0.00305
469.00,-0.00305
470.00,-0.00305
471.00,-0.00305
472.00,-0.00305
473.00,-0.00305
474.00,-0.00317
475.00,-0.00317
476.00,-0.00317
477.00,-0.00317
478.00,-0.00317
479.00,-0.00317
480.00,-0.00317
481.00,-0.00317
482.00,-0.00317
483.00,-0.00317
484.00,-0.00330
485.00,-0.00330
486.00,-0.00330
487.00,-0.00330
488.00,-0.00342
489.00,-0.00354
490.00,-0.00342
491.00,-0.00342
492.00,-0.00354
493.00,-0.00354
494.00,-0.00354
495.00,-0.00354
496.00,-0.00342
497.00,-0.00354
498.00,-0.00354
499.00,-0.00342
500.00,-0.00354
501.00,-0.00354
502.00,-0.00342
503.00,-0.00330
504.00,-0.00330
505.00,-0.00342
506.00,-0.00354
507.00,-0.00354
508.00,-0.00354
509.00,-0.00354
510.00,-0.00366
511.00,-0.00366
512.00,-0.00366
513.00,-0.00366
514.00,-0.00366
515.00,-0.00354
516.00,-0.00354
517.00,-0.00342
518.00,-0.00330
519.00,-0.00330
520.00,-0.00330
521.00,-0.00330
522.00,-0.00305
523.00,-0.00293
524.00,-0.00293
525.00,-0.00293
526.00,-0.00293
527.00,-0.00293
528.00,-0.00281
529.00,-0.00281
530.00,-0.00293
531.00,-0.00293
532.00,-0.00293
533.00,-0.00293
534.00,-0.00293
535.00,-0.00293
536.00,-0.00293
537.00,-0.00293
538.00,-0.00281
539.00,-0.00281
540.00,-0.00281
541.00,-0.00269
542.00,-0.00269
543.00,-0.00269
544.00,-0.00269
545.00,-0.00281
546.00,-0.00281
547.00,-0.00281
548.00,-0.00269
549.00,-0.00256
550.00,-0.00256
551.00,-0.00256
552.00,-0.00256
553.00,-0.00256
554.00,-0.00244
555.00,-0.00244
556.00,-0.00244
557.00,-0.00244
558.00,-0.00244
559.00,-0.00232
560.00,-0.00220
561.00,-0.00195
562.00,-0.00183
563.00,-0.00159
564.00,-0.00146
565.00,-0.00122
566.00,-0.00085
567.00,-0.00061
568.00,-0.00024
569.00,0.00012
570.00,0.00061
571.00,0.00098
572.00,0.00134
573.00,0.00171
574.00,0.00208
575.00,0.00244
576.00,0.00293
577.00,0.00330
578.00,0.00378
579.00,0.00439
580.00,0.00476
581.00,0.00525
582.00,0.00574
583.00,0.00610
584.00,0.00659
585.00,0.00708
586.00,0.00745
587.00,0.00781
588.00,0.00818
589.00,0.00854
590.00,0.00891
591.00,0.00903
592.00,0.00928
593.00,0.00952
594.00,0.00977
595.00,0.00989
596.00,0.00989
597.00,0.01013
598.00,0.01025
599.00,0.01038
600.00,0.01050
601.00,0.01074
602.00,0.01099
603.00,0.01123
604.00,0.01135
605.00,0.01160
606.00,0.01196
607.00,0.01221
608.00,0.01257
609.00,0.01294
610.00,0.01331
611.00,0.01367
612.00,0.01404
613.00,0.01440
614.00,0.01477
615.00,0.01514
616.00,0.01550
617.00,0.01587
618.00,0.01624
619.00,0.01648
620.00,0.01685
621.00,0.01721
622.00,0.01758
623.00,0.01770
624.00,0.01782
625.00,0.01807
626.00,0.01819
627.00,0.01831
628.00,0.01831
629.00,0.01831
630.00,0.01819
631.00,0.01819
632.00,0.01794
633.00,0.01782
634.00,0.01770
635.00,0.01758
636.00,0.01746
637.00,0.01733
638.00,0.01709
639.00,0.01709
640.00,0.01697
641.00,0.01685
642.00,0.01672
643.00,0.01660
644.00,0.01636
645.00,0.01611
646.00,0.01599
647.00,0.01587
648.00,0.01563
649.00,0.01538
650.00,0.01514
651.00,0.01489
652.00,0.01477
653.00,0.01465
654.00,0.01453
655.00,0.01453
656.00,0.01440
657.00,0.01416
658.00,0.01404
659.00,0.01404
660.00,0.01379
661.00,0.01367
662.00,0.01355
663.00,0.01343
664.00,0.01306
665.00,0.01282
666.00,0.01245
667.00,0.01196
668.00,0.01160
669.00,0.01099
670.00,0.01038
671.00,0.00964
672.00,0.00879
673.00,0.00806
674.00,0.00732
675.00,0.00647
676.00,0.00562
677.00,0.00476
678.00,0.00391
679.00,0.00305
680.00,0.00220
681.00,0.00146
682.00,0.00073
683.00,0.00000
684.00,-0.00061
685.00,-0.00122
686.00,-0.00195
687.00,-0.00244
688.00,-0.00281
689.00,-0.00317
690.00,-0.00354
691.00,-0.00403
692.00,-0.00439
693.00,-0.00464
694.00,-0.00500
695.00,-0.00525
696.00,-0.00549
697.00,-0.00574
698.00,-0.00598
699.00,-0.00610
700.00,-0.00635
701.00,-0.00659
702.00,-0.00671
703.00,-0.00671
704.00,-0.00684
705.00,-0.00696
706.00,-0.00720
707.00,-0.00720
708.00,-0.00732
709.00,-0.00732
710.00,-0.00745
711.00,-0.00745
712.00,-0.00745
713.00,-0.00745
714.00,-0.00757
715.00,-0.00757
716.00,-0.00757
717.00,-0.00757
718.00,-0.00757
719.00,-0.00769
720.00,-0.00781
721.00,-0.00781
722.00,-0.00781
723.00,-0.00781
724.00,-0.00781
725.00,-0.00793
726.00,-0.00793
727.00,-0.00793
728.00,-0.00793
729.00,-0.00793
730.00,-0.00793
731.00,-0.00793
732.00,-0.00806
733.00,-0.00806
734.00,-0.00806
735.00,-0.00806
736.00,-0.00806
737.00,-0.00806
738.00,-0.00806
739.00,-0.00806
740.00,-0.00806
741.00,-0.00806
742.00,-0.00806
743.00,-0.00806
744.00,-0.00806
745.00,-0.00793
746.00,-0.00793
747.00,-0.00793
748.00,-0.00793
749.00,-0.00793
750.00,-0.00781
751.00,-0.00769
752.00,-0.00757
753.00,-0.00757
754.00,-0.00757
755.00,-0.00757
756.00,-0.00757
757.00,-0.00757
758.00,-0.00757
759.00,-0.00757
760.00,-0.00757
761.00,-0.00757
762.00,-0.00757
763.00,-0.00757
764.00,-0.00757
765.00,-0.00757
766.00,-0.00757
767.00,-0.00757
768.00,-0.00769
769.00,-0.00781
770.00,-0.00781
771.00,-0.00781
772.00,-0.00781
773.00,-0.00781
774.00,-0.00781
775.00,-0.00781
776.00,-0.00781
777.00,-0.00769
778.00,-0.00757
779.00,-0.00757
780.00,-0.00757
781.00,-0.00757
782.00,-0.00757
783.00,-0.00745
784.00,-0.00745
785.00,-0.00745
786.00,-0.00745
787.00,-0.00745
788.00,-0.00732
789.00,-0.00732
790.00,-0.00732
791.00,-0.00732
792.00,-0.00732
793.00,-0.00732
794.00,-0.00732
795.00,-0.00720
796.00,-0.00720
797.00,-0.00720
798.00,-0.00720
799.00,-0.00720
800.00,-0.00720
801.00,-0.00720
802.00,-0.00720
803.00,-0.00720
804.00,-0.00732
805.00,-0.00732
806.00,-0.00720
807.00,-0.00732
808.00,-0.00732
809.00,-0.00732
810.00,-0.00732
811.00,-0.00732
812.00,-0.00732
813.00,-0.00732
814.00,-0.00732
815.00,-0.00732
816.00,-0.00732
817.00,-0.00732
818.00,-0.00732
819.00,-0.00720
820.00,-0.00720
821.00,-0.00720
822.00,-0.00720
823.00,-0.00720
824.00,-0.00720
825.00,-0.00720
826.00,-0.00720
827.00,-0.00720
828.00,-0.00720
829.00,-0.00708
830.00,-0.00708
831.00,-0.00708
832.00,-0.00708
833.00,-0.00708
834.00,-0.00708
835.00,-0.00708
836.00,-0.00708
837.00,-0.00708
838.00,-0.00708
839.00,-0.00708
840.00,-0.00696
841.00,-0.00684
842.00,-0.00684
843.00,-0.00684
844.00,-0.00684
845.00,-0.00684
846.00,-0.00684
847.00,-0.00684
848.00,-0.00671
849.00,-0.00696
850.00,-0.00684
851.00,-0.00659
852.00,-0.00684
853.00,-0.00684
854.00,-0.00659
855.00,-0.00671
856.00,-0.00671
857.00,-0.00659
858.00,-0.00659
859.00,-0.00647
860.00,-0.00647
861.00,-0.00647
862.00,-0.00647
863.00,-0.00647
864.00,-0.00635
865.00,-0.00623
866.00,-0.00623
867.00,-0.00623
868.00,-0.00610
869.00,-0.00598
870.00,-0.00598
871.00,-0.00598
872.00,-0.00598
873.00,-0.00598
874.00,-0.00586
875.00,-0.00586
876.00,-0.00586
877.00,-0.00574
878.00,-0.00574
879.00,-0.00574
880.00,-0.00574
881.00,-0.00574
882.00,-0.00574
883.00,-0.00574
884.00,-0.00574
885.00,-0.00574
886.00,-0.00574
887.00,-0.00574
888.00,-0.00574
889.00,-0.00574
890.00,-0.00562
891.00,-0.00549
892.00,-0.00549
893.00,-0.00549
894.00,-0.00537
895.00,-0.00549
896.00,-0.00549
897.00,-0.00549
898.00,-0.00549
899.00,-0.00549
900.00,-0.00549
