"141612 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.017.spc"
"Wavelength nm.","Abs."
200.00,-0.07275
201.00,-0.04736
202.00,-0.04761
203.00,-0.07336
204.00,-0.07361
205.00,-0.09973
206.00,-0.10022
207.00,-0.05200
208.00,-0.05249
209.00,-0.02771
210.00,-0.02820
211.00,-0.10242
212.00,-0.10303
213.00,-0.10095
214.00,-0.10168
215.00,-0.07947
216.00,-0.05737
217.00,-0.07898
218.00,-0.13635
219.00,-0.13037
220.00,-0.07324
221.00,0.01721
222.00,0.09802
223.00,0.12170
224.00,0.11841
225.00,0.11755
226.00,0.11328
227.00,0.10974
228.00,0.10535
229.00,0.10034
230.00,0.09558
231.00,0.09058
232.00,0.08569
233.00,0.08069
234.00,0.07556
235.00,0.07043
236.00,0.06543
237.00,0.06055
238.00,0.05603
239.00,0.05164
240.00,0.04761
241.00,0.04382
242.00,0.04028
243.00,0.03687
244.00,0.03369
245.00,0.03088
246.00,0.02808
247.00,0.02539
248.00,0.02271
249.00,0.02014
250.00,0.01758
251.00,0.01501
252.00,0.01257
253.00,0.01025
254.00,0.00806
255.00,0.00598
256.00,0.00415
257.00,0.00256
258.00,0.00110
259.00,-0.00024
260.00,-0.00159
261.00,-0.00269
262.00,-0.00354
263.00,-0.00464
264.00,-0.00562
265.00,-0.00659
266.00,-0.00745
267.00,-0.00806
268.00,-0.00879
269.00,-0.00964
270.00,-0.01050
271.00,-0.01135
272.00,-0.01221
273.00,-0.01306
274.00,-0.01404
275.00,-0.01501
276.00,-0.01599
277.00,-0.01672
278.00,-0.01770
279.00,-0.01880
280.00,-0.01978
281.00,-0.02075
282.00,-0.02173
283.00,-0.02271
284.00,-0.02368
285.00,-0.02466
286.00,-0.02563
287.00,-0.02661
288.00,-0.02759
289.00,-0.02856
290.00,-0.02930
291.00,-0.03015
292.00,-0.03101
293.00,-0.03162
294.00,-0.03235
295.00,-0.03284
296.00,-0.03345
297.00,-0.03406
298.00,-0.02771
299.00,-0.00525
300.00,0.01343
301.00,0.01587
302.00,0.01526
303.00,0.01477
304.00,0.01428
305.00,0.01379
306.00,0.01318
307.00,0.01270
308.00,0.01233
309.00,0.01196
310.00,0.01147
311.00,0.01111
312.00,0.01074
313.00,0.01038
314.00,0.01013
315.00,0.00989
316.00,0.00952
317.00,0.00916
318.00,0.00891
319.00,0.00879
320.00,0.00854
321.00,0.00830
322.00,0.00818
323.00,0.00781
324.00,0.00757
325.00,0.00757
326.00,0.00745
327.00,0.00732
328.00,0.00720
329.00,0.00696
330.00,0.00659
331.00,0.00635
332.00,0.00635
333.00,0.00623
334.00,0.00610
335.00,0.00598
336.00,0.00574
337.00,0.00562
338.00,0.00562
339.00,0.00549
340.00,0.00513
341.00,0.00415
342.00,0.00330
343.00,0.00330
344.00,0.00317
345.00,0.00317
346.00,0.00293
347.00,0.00269
348.00,0.00256
349.00,0.00256
350.00,0.00256
351.00,0.00244
352.00,0.00232
353.00,0.00208
354.00,0.00195
355.00,0.00195
356.00,0.00183
357.00,0.00171
358.00,0.00171
359.00,0.00146
360.00,0.00134
361.00,0.00122
362.00,0.00122
363.00,0.00122
364.00,0.00110
365.00,0.00098
366.00,0.00098
367.00,0.00098
368.00,0.00098
369.00,0.00073
370.00,0.00061
371.00,0.00049
372.00,0.00049
373.00,0.00037
374.00,0.00037
375.00,0.00012
376.00,0.00000
377.00,-0.00012
378.00,-0.00012
379.00,-0.00012
380.00,-0.00024
381.00,-0.00024
382.00,-0.00037
383.00,-0.00037
384.00,-0.00049
385.00,-0.00073
386.00,-0.00073
387.00,-0.00073
388.00,-0.00073
389.00,-0.00085
390.00,-0.00085
391.00,-0.00085
392.00,-0.00085
393.00,-0.00085
394.00,-0.00085
395.00,-0.00098
396.00,-0.00098
397.00,-0.00098
398.00,-0.00098
399.00,-0.00098
400.00,-0.00098
401.00,-0.00098
402.00,-0.00098
403.00,-0.00110
404.00,-0.00110
405.00,-0.00110
406.00,-0.00110
407.00,-0.00110
408.00,-0.00110
409.00,-0.00110
410.00,-0.00110
411.00,-0.00110
412.00,-0.00110
413.00,-0.00110
414.00,-0.00110
415.00,-0.00098
416.00,-0.00098
417.00,-0.00110
418.00,-0.00110
419.00,-0.00110
420.00,-0.00110
421.00,-0.00110
422.00,-0.00110
423.00,-0.00110
424.00,-0.00098
425.00,-0.00110
426.00,-0.00110
427.00,-0.00110
428.00,-0.00110
429.00,-0.00110
430.00,-0.00110
431.00,-0.00110
432.00,-0.00110
433.00,-0.00110
434.00,-0.00110
435.00,-0.00098
436.00,-0.00098
437.00,-0.00098
438.00,-0.00098
439.00,-0.00098
440.00,-0.00085
441.00,-0.00098
442.00,-0.00098
443.00,-0.00085
444.00,-0.00085
445.00,-0.00085
446.00,-0.00085
447.00,-0.00085
448.00,-0.00085
449.00,-0.00085
450.00,-0.00073
451.00,-0.00073
452.00,-0.00073
453.00,-0.00073
454.00,-0.00073
455.00,-0.00073
456.00,-0.00073
457.00,-0.00073
458.00,-0.00073
459.00,-0.00073
460.00,-0.00061
461.00,-0.00073
462.00,-0.00073
463.00,-0.00073
464.00,-0.00073
465.00,-0.00073
466.00,-0.00073
467.00,-0.00073
468.00,-0.00073
469.00,-0.00073
470.00,-0.00073
471.00,-0.00073
472.00,-0.00073
473.00,-0.00085
474.00,-0.00085
475.00,-0.00073
476.00,-0.00073
477.00,-0.00073
478.00,-0.00073
479.00,-0.00073
480.00,-0.00085
481.00,-0.00085
482.00,-0.00085
483.00,-0.00085
484.00,-0.00085
485.00,-0.00085
486.00,-0.00085
487.00,-0.00098
488.00,-0.00098
489.00,-0.00098
490.00,-0.00098
491.00,-0.00098
492.00,-0.00098
493.00,-0.00098
494.00,-0.00098
495.00,-0.00098
496.00,-0.00098
497.00,-0.00098
498.00,-0.00098
499.00,-0.00098
500.00,-0.00098
501.00,-0.00098
502.00,-0.00098
503.00,-0.00098
504.00,-0.00085
505.00,-0.00098
506.00,-0.00098
507.00,-0.00098
508.00,-0.00098
509.00,-0.00110
510.00,-0.00110
511.00,-0.00110
512.00,-0.00110
513.00,-0.00110
514.00,-0.00110
515.00,-0.00110
516.00,-0.00110
517.00,-0.00110
518.00,-0.00110
519.00,-0.00110
520.00,-0.00110
521.00,-0.00098
522.00,-0.00098
523.00,-0.00098
524.00,-0.00098
525.00,-0.00098
526.00,-0.00098
527.00,-0.00098
528.00,-0.00098
529.00,-0.00098
530.00,-0.00098
531.00,-0.00110
532.00,-0.00110
533.00,-0.00110
534.00,-0.00122
535.00,-0.00134
536.00,-0.00134
537.00,-0.00122
538.00,-0.00110
539.00,-0.00110
540.00,-0.00110
541.00,-0.00110
542.00,-0.00122
543.00,-0.00122
544.00,-0.00122
545.00,-0.00134
546.00,-0.00146
547.00,-0.00146
548.00,-0.00146
549.00,-0.00146
550.00,-0.00146
551.00,-0.00146
552.00,-0.00146
553.00,-0.00146
554.00,-0.00159
555.00,-0.00159
556.00,-0.00159
557.00,-0.00159
558.00,-0.00159
559.00,-0.00159
560.00,-0.00159
561.00,-0.00159
562.00,-0.00146
563.00,-0.00146
564.00,-0.00146
565.00,-0.00122
566.00,-0.00110
567.00,-0.00110
568.00,-0.00110
569.00,-0.00098
570.00,-0.00085
571.00,-0.00085
572.00,-0.00073
573.00,-0.00049
574.00,-0.00037
575.00,-0.00024
576.00,-0.00012
577.00,-0.00012
578.00,0.00012
579.00,0.00037
580.00,0.00049
581.00,0.00073
582.00,0.00085
583.00,0.00098
584.00,0.00098
585.00,0.00110
586.00,0.00122
587.00,0.00146
588.00,0.00159
589.00,0.00171
590.00,0.00183
591.00,0.00183
592.00,0.00183
593.00,0.00195
594.00,0.00208
595.00,0.00208
596.00,0.00220
597.00,0.00232
598.00,0.00232
599.00,0.00232
600.00,0.00244
601.00,0.00244
602.00,0.00244
603.00,0.00256
604.00,0.00256
605.00,0.00269
606.00,0.00281
607.00,0.00293
608.00,0.00305
609.00,0.00305
610.00,0.00317
611.00,0.00330
612.00,0.00330
613.00,0.00342
614.00,0.00354
615.00,0.00366
616.00,0.00378
617.00,0.00378
618.00,0.00391
619.00,0.00403
620.00,0.00403
621.00,0.00415
622.00,0.00427
623.00,0.00439
624.00,0.00452
625.00,0.00452
626.00,0.00452
627.00,0.00464
628.00,0.00464
629.00,0.00464
630.00,0.00464
631.00,0.00464
632.00,0.00452
633.00,0.00452
634.00,0.00439
635.00,0.00427
636.00,0.00427
637.00,0.00427
638.00,0.00415
639.00,0.00415
640.00,0.00415
641.00,0.00415
642.00,0.00403
643.00,0.00403
644.00,0.00391
645.00,0.00391
646.00,0.00378
647.00,0.00378
648.00,0.00366
649.00,0.00354
650.00,0.00342
651.00,0.00342
652.00,0.00330
653.00,0.00330
654.00,0.00317
655.00,0.00317
656.00,0.00317
657.00,0.00305
658.00,0.00293
659.00,0.00281
660.00,0.00281
661.00,0.00269
662.00,0.00269
663.00,0.00256
664.00,0.00244
665.00,0.00232
666.00,0.00220
667.00,0.00195
668.00,0.00183
