"141612 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.017.spc"
669.00,0.00171
670.00,0.00146
671.00,0.00122
672.00,0.00098
673.00,0.00061
674.00,0.00037
675.00,0.00000
676.00,-0.00024
677.00,-0.00061
678.00,-0.00085
679.00,-0.00110
680.00,-0.00134
681.00,-0.00171
682.00,-0.00195
683.00,-0.00220
684.00,-0.00232
685.00,-0.00256
686.00,-0.00269
687.00,-0.00293
688.00,-0.00305
689.00,-0.00317
690.00,-0.00342
691.00,-0.00354
692.00,-0.00366
693.00,-0.00378
694.00,-0.00378
695.00,-0.00391
696.00,-0.00391
697.00,-0.00403
698.00,-0.00415
699.00,-0.00427
700.00,-0.00439
701.00,-0.00439
702.00,-0.00439
703.00,-0.00439
704.00,-0.00452
705.00,-0.00452
706.00,-0.00452
707.00,-0.00452
708.00,-0.00452
709.00,-0.00452
710.00,-0.00452
711.00,-0.00452
712.00,-0.00452
713.00,-0.00452
714.00,-0.00452
715.00,-0.00452
716.00,-0.00452
717.00,-0.00452
718.00,-0.00452
719.00,-0.00452
720.00,-0.00452
721.00,-0.00452
722.00,-0.00452
723.00,-0.00439
724.00,-0.00439
725.00,-0.00439
726.00,-0.00439
727.00,-0.00452
728.00,-0.00452
729.00,-0.00439
730.00,-0.00439
731.00,-0.00439
732.00,-0.00439
733.00,-0.00439
734.00,-0.00439
735.00,-0.00439
736.00,-0.00439
737.00,-0.00439
738.00,-0.00439
739.00,-0.00439
740.00,-0.00439
741.00,-0.00439
742.00,-0.00439
743.00,-0.00439
744.00,-0.00439
745.00,-0.00427
746.00,-0.00427
747.00,-0.00427
748.00,-0.00427
749.00,-0.00427
750.00,-0.00415
751.00,-0.00403
752.00,-0.00403
753.00,-0.00403
754.00,-0.00403
755.00,-0.00403
756.00,-0.00403
757.00,-0.00403
758.00,-0.00403
759.00,-0.00403
760.00,-0.00403
761.00,-0.00403
762.00,-0.00391
763.00,-0.00391
764.00,-0.00391
765.00,-0.00391
766.00,-0.00391
767.00,-0.00391
768.00,-0.00391
769.00,-0.00391
770.00,-0.00391
771.00,-0.00391
772.00,-0.00391
773.00,-0.00391
774.00,-0.00391
775.00,-0.00391
776.00,-0.00391
777.00,-0.00391
778.00,-0.00391
779.00,-0.00391
780.00,-0.00391
781.00,-0.00391
782.00,-0.00378
783.00,-0.00378
784.00,-0.00378
785.00,-0.00378
786.00,-0.00378
787.00,-0.00378
788.00,-0.00366
789.00,-0.00366
790.00,-0.00366
791.00,-0.00366
792.00,-0.00366
793.00,-0.00366
794.00,-0.00366
795.00,-0.00366
796.00,-0.00366
797.00,-0.00366
798.00,-0.00366
799.00,-0.00366
800.00,-0.00366
801.00,-0.00366
802.00,-0.00366
803.00,-0.00366
804.00,-0.00366
805.00,-0.00366
806.00,-0.00366
807.00,-0.00366
808.00,-0.00366
809.00,-0.00366
810.00,-0.00366
811.00,-0.00366
812.00,-0.00366
813.00,-0.00366
814.00,-0.00366
815.00,-0.00366
816.00,-0.00366
817.00,-0.00366
818.00,-0.00366
819.00,-0.00366
820.00,-0.00366
821.00,-0.00366
822.00,-0.00366
823.00,-0.00366
824.00,-0.00366
825.00,-0.00366
826.00,-0.00366
827.00,-0.00366
828.00,-0.00366
829.00,-0.00354
830.00,-0.00354
831.00,-0.00342
832.00,-0.00342
833.00,-0.00342
834.00,-0.00342
835.00,-0.00342
836.00,-0.00330
837.00,-0.00330
838.00,-0.00330
839.00,-0.00330
840.00,-0.00330
841.00,-0.00330
842.00,-0.00330
843.00,-0.00330
844.00,-0.00330
845.00,-0.00330
846.00,-0.00330
847.00,-0.00330
848.00,-0.00330
849.00,-0.00342
850.00,-0.00330
851.00,-0.00293
852.00,-0.00330
853.00,-0.00330
854.00,-0.00305
855.00,-0.00317
856.00,-0.00317
857.00,-0.00317
858.00,-0.00317
859.00,-0.00305
860.00,-0.00305
861.00,-0.00305
862.00,-0.00305
863.00,-0.00305
864.00,-0.00293
865.00,-0.00293
866.00,-0.00293
867.00,-0.00293
868.00,-0.00293
869.00,-0.00281
870.00,-0.00281
871.00,-0.00281
872.00,-0.00269
873.00,-0.00269
874.00,-0.00269
875.00,-0.00256
876.00,-0.00256
877.00,-0.00256
878.00,-0.00256
879.00,-0.00256
880.00,-0.00256
881.00,-0.00244
882.00,-0.00244
883.00,-0.00244
884.00,-0.00244
885.00,-0.00256
886.00,-0.00256
887.00,-0.00256
888.00,-0.00256
889.00,-0.00256
890.00,-0.00256
891.00,-0.00269
892.00,-0.00281
893.00,-0.00269
894.00,-0.00256
895.00,-0.00256
896.00,-0.00256
897.00,-0.00256
898.00,-0.00256
899.00,-0.00256
900.00,-0.00256
