"132013 - C:\Documents and Settings\User\My Documents\Homogeneous-catalysis\Allen, Lucy\lka1079.012.spc"
465.00,-0.00220
466.00,-0.00220
467.00,-0.00220
468.00,-0.00220
469.00,-0.00220
470.00,-0.00220
471.00,-0.00220
472.00,-0.00220
473.00,-0.00220
474.00,-0.00220
475.00,-0.00220
476.00,-0.00220
477.00,-0.00220
478.00,-0.00208
479.00,-0.00208
480.00,-0.00220
481.00,-0.00220
482.00,-0.00220
483.00,-0.00232
484.00,-0.00232
485.00,-0.00232
486.00,-0.00232
487.00,-0.00232
488.00,-0.00244
489.00,-0.00244
490.00,-0.00244
491.00,-0.00232
492.00,-0.00244
493.00,-0.00244
494.00,-0.00232
495.00,-0.00232
496.00,-0.00232
497.00,-0.00232
498.00,-0.00232
499.00,-0.00220
500.00,-0.00220
501.00,-0.00220
502.00,-0.00195
503.00,-0.00183
504.00,-0.00183
505.00,-0.00183
506.00,-0.00183
507.00,-0.00171
508.00,-0.00171
509.00,-0.00171
510.00,-0.00159
511.00,-0.00159
512.00,-0.00159
513.00,-0.00146
514.00,-0.00134
515.00,-0.00110
516.00,-0.00098
517.00,-0.00085
518.00,-0.00061
519.00,-0.00024
520.00,0.00000
521.00,0.00037
522.00,0.00073
523.00,0.00110
524.00,0.00122
525.00,0.00146
526.00,0.00171
527.00,0.00183
528.00,0.00195
529.00,0.00195
530.00,0.00208
531.00,0.00220
532.00,0.00232
533.00,0.00244
534.00,0.00244
535.00,0.00256
536.00,0.00269
537.00,0.00293
538.00,0.00317
539.00,0.00317
540.00,0.00330
541.00,0.00342
542.00,0.00354
543.00,0.00366
544.00,0.00378
545.00,0.00391
546.00,0.00391
547.00,0.00403
548.00,0.00403
549.00,0.00415
550.00,0.00415
551.00,0.00439
552.00,0.00452
553.00,0.00464
554.00,0.00476
555.00,0.00476
556.00,0.00488
557.00,0.00513
558.00,0.00549
559.00,0.00586
560.00,0.00623
561.00,0.00671
562.00,0.00732
563.00,0.00793
564.00,0.00867
565.00,0.00940
566.00,0.01025
567.00,0.01099
568.00,0.01196
569.00,0.01294
570.00,0.01404
571.00,0.01514
572.00,0.01624
573.00,0.01733
574.00,0.01855
575.00,0.01978
576.00,0.02112
577.00,0.02234
578.00,0.02368
579.00,0.02502
580.00,0.02637
581.00,0.02783
582.00,0.02917
583.00,0.03027
584.00,0.03149
585.00,0.03284
586.00,0.03394
587.00,0.03516
588.00,0.03625
589.00,0.03723
590.00,0.03809
591.00,0.03882
592.00,0.03931
593.00,0.03979
594.00,0.04028
595.00,0.04065
596.00,0.04089
597.00,0.04114
598.00,0.04138
599.00,0.04175
600.00,0.04211
601.00,0.04260
602.00,0.04309
603.00,0.04370
604.00,0.04431
605.00,0.04504
606.00,0.04590
607.00,0.04675
608.00,0.04773
609.00,0.04883
610.00,0.04993
611.00,0.05103
612.00,0.05212
613.00,0.05334
614.00,0.05444
615.00,0.05554
616.00,0.05664
617.00,0.05786
618.00,0.05908
619.00,0.06018
620.00,0.06128
621.00,0.06213
622.00,0.06311
623.00,0.06396
624.00,0.06445
625.00,0.06494
626.00,0.06531
627.00,0.06555
628.00,0.06555
629.00,0.06531
630.00,0.06519
631.00,0.06482
632.00,0.06445
633.00,0.06396
634.00,0.06335
635.00,0.06287
636.00,0.06238
637.00,0.06201
638.00,0.06140
639.00,0.06104
640.00,0.06055
641.00,0.06018
642.00,0.05969
643.00,0.05920
644.00,0.05872
645.00,0.05835
646.00,0.05774
647.00,0.05713
648.00,0.05664
649.00,0.05615
650.00,0.05554
651.00,0.05518
652.00,0.05481
653.00,0.05457
654.00,0.05444
655.00,0.05444
656.00,0.05432
657.00,0.05432
658.00,0.05432
659.00,0.05432
660.00,0.05420
661.00,0.05396
662.00,0.05371
663.00,0.05334
664.00,0.05273
665.00,0.05200
666.00,0.05103
667.00,0.04993
668.00,0.04858
669.00,0.04700
670.00,0.04529
671.00,0.04321
672.00,0.04114
673.00,0.03894
674.00,0.03674
675.00,0.03430
676.00,0.03186
677.00,0.02954
678.00,0.02722
679.00,0.02490
680.00,0.02246
681.00,0.02026
682.00,0.01819
683.00,0.01636
684.00,0.01477
685.00,0.01306
686.00,0.01160
687.00,0.01025
688.00,0.00891
689.00,0.00781
690.00,0.00671
691.00,0.00549
692.00,0.00452
693.00,0.00378
694.00,0.00305
695.00,0.00232
696.00,0.00159
697.00,0.00110
698.00,0.00061
699.00,0.00012
700.00,-0.00049
701.00,-0.00085
702.00,-0.00122
703.00,-0.00159
704.00,-0.00195
705.00,-0.00220
706.00,-0.00244
707.00,-0.00269
708.00,-0.00293
709.00,-0.00305
710.00,-0.00317
711.00,-0.00330
712.00,-0.00342
713.00,-0.00354
714.00,-0.00366
715.00,-0.00366
716.00,-0.00378
717.00,-0.00378
718.00,-0.00378
719.00,-0.00378
720.00,-0.00391
721.00,-0.00391
722.00,-0.00391
723.00,-0.00391
724.00,-0.00391
725.00,-0.00391
726.00,-0.00391
727.00,-0.00391
728.00,-0.00391
729.00,-0.00391
730.00,-0.00391
731.00,-0.00391
732.00,-0.00403
733.00,-0.00403
734.00,-0.00403
735.00,-0.00415
736.00,-0.00439
737.00,-0.00439
738.00,-0.00439
739.00,-0.00439
740.00,-0.00452
741.00,-0.00452
742.00,-0.00452
743.00,-0.00452
744.00,-0.00452
745.00,-0.00452
746.00,-0.00452
747.00,-0.00452
748.00,-0.00452
749.00,-0.00452
750.00,-0.00452
751.00,-0.00452
752.00,-0.00439
753.00,-0.00439
754.00,-0.00439
755.00,-0.00439
756.00,-0.00439
757.00,-0.00439
758.00,-0.00415
759.00,-0.00403
760.00,-0.00391
761.00,-0.00391
762.00,-0.00378
763.00,-0.00391
764.00,-0.00391
765.00,-0.00378
766.00,-0.00391
767.00,-0.00391
768.00,-0.00391
769.00,-0.00391
770.00,-0.00391
771.00,-0.00391
772.00,-0.00391
773.00,-0.00391
774.00,-0.00391
775.00,-0.00378
776.00,-0.00378
777.00,-0.00378
778.00,-0.00378
779.00,-0.00378
780.00,-0.00366
781.00,-0.00366
782.00,-0.00366
783.00,-0.00366
784.00,-0.00366
785.00,-0.00366
786.00,-0.00354
787.00,-0.00342
788.00,-0.00330
789.00,-0.00330
790.00,-0.00330
791.00,-0.00330
792.00,-0.00330
793.00,-0.00330
794.00,-0.00317
795.00,-0.00330
796.00,-0.00330
797.00,-0.00317
798.00,-0.00317
799.00,-0.00317
800.00,-0.00317
801.00,-0.00317
802.00,-0.00317
803.00,-0.00317
804.00,-0.00317
805.00,-0.00305
806.00,-0.00305
807.00,-0.00305
808.00,-0.00305
809.00,-0.00305
810.00,-0.00305
811.00,-0.00305
812.00,-0.00305
813.00,-0.00305
814.00,-0.00305
815.00,-0.00293
816.00,-0.00305
817.00,-0.00305
818.00,-0.00293
819.00,-0.00293
820.00,-0.00293
821.00,-0.00293
822.00,-0.00293
823.00,-0.00293
824.00,-0.00281
825.00,-0.00281
826.00,-0.00281
827.00,-0.00281
828.00,-0.00269
829.00,-0.00256
830.00,-0.00256
831.00,-0.00256
832.00,-0.00244
833.00,-0.00244
834.00,-0.00244
835.00,-0.00244
836.00,-0.00244
837.00,-0.00232
838.00,-0.00232
839.00,-0.00232
840.00,-0.00232
841.00,-0.00220
842.00,-0.00220
843.00,-0.00220
844.00,-0.00208
845.00,-0.00208
846.00,-0.00208
847.00,-0.00195
848.00,-0.00183
849.00,-0.00195
850.00,-0.00195
851.00,-0.00159
852.00,-0.00195
853.00,-0.00195
854.00,-0.00171
855.00,-0.00183
856.00,-0.00183
857.00,-0.00183
858.00,-0.00183
859.00,-0.00171
860.00,-0.00171
861.00,-0.00171
862.00,-0.00159
863.00,-0.00146
864.00,-0.00122
865.00,-0.00110
866.00,-0.00098
867.00,-0.00098
868.00,-0.00085
869.00,-0.00073
870.00,-0.00061
871.00,-0.00061
872.00,-0.00049
873.00,-0.00024
874.00,-0.00024
875.00,-0.00012
876.00,-0.00012
877.00,0.00000
878.00,0.00000
879.00,0.00000
880.00,0.00012
881.00,0.00024
882.00,0.00024
883.00,0.00037
884.00,0.00037
885.00,0.00037
886.00,0.00037
887.00,0.00037
888.00,0.00037
889.00,0.00049
890.00,0.00049
891.00,0.00049
892.00,0.00049
893.00,0.00073
894.00,0.00085
895.00,0.00085
896.00,0.00085
897.00,0.00073
898.00,0.00073
899.00,0.00085
900.00,0.00085
